book no.,Year,sentence
volume58_book_491.txt,"September 12, 1934","Before I came to know her and take interest in her life, she used to tremble in ."
volume58_book_491.txt,"September 12, 1934","s presence, talked with none and always wore an unhappy look."
volume58_book_491.txt,"September 12, 1934",Now she talks frankly with everybody and can even joke.
volume58_book_491.txt,"September 12, 1934",She expresses her views quite freely.
volume58_book_491.txt,"September 12, 1934",gave me their letters to each other to read.
volume58_book_491.txt,"September 12, 1934",The sole cause of her worry is the fact that .
volume58_book_491.txt,"September 12, 1934",has not taken another wife.
volume58_book_491.txt,"September 12, 1934","As long as he has not done so, she does not feel herself safe in her relations with him and with their elders."
volume58_book_491.txt,"September 12, 1934",Other members of the family keep taunting her for her inability to satisfy .
volume58_book_491.txt,"September 12, 1934",".. She, on her part, being a loving girl, keeps thinking about her inability and feels miserable."
volume58_book_491.txt,"September 12, 1934",I doubt if you have come across any other instance like hers.
volume58_book_491.txt,"September 12, 1934","Being a woman yourself, you can certainly claim to know a woman's heart better than I do."
volume58_book_491.txt,"September 12, 1934",But as against that I can claim many years' longer experience than yours.
volume58_book_491.txt,"September 12, 1934","Though a man, I have been striving for many years to reach women's heart, cultivating and preserving complete passionlessness."
volume58_book_491.txt,"September 12, 1934","As a result, I have had intimate knowledge of the lives of hundreds of women of every class and religion and of different countries of the world."
volume58_book_491.txt,"September 12, 1934",I know of several instances in which women urged their husbands to marry again.
volume58_book_491.txt,"September 12, 1934",This is not a peculiarity of Hindu women.
volume58_book_491.txt,"September 12, 1934",You will perhaps be surprised to know that such instances are to be found in England also.
volume58_book_491.txt,"September 12, 1934",I have a motive in writing such a long letter to you even under all this pressure of work.
volume58_book_491.txt,"September 12, 1934",I am pleased that you have taken interest in this matter.
volume58_book_491.txt,"September 12, 1934",had been after me.
volume58_book_491.txt,"September 12, 1934",She also had expressed her pain.
volume58_book_491.txt,"September 12, 1934",I have promised her that I would welcome a deputation of women headed by her and put this case before them.
volume58_book_491.txt,"September 12, 1934",For me this is an issue of dharma.
volume58_book_491.txt,"September 12, 1934",It is one of my experiments in truth.
volume58_book_491.txt,"September 12, 1934",I feel no shame about what I am doing.
volume58_book_491.txt,"September 12, 1934",I am not taking interest in this case because of the bond of friendship.
volume58_book_491.txt,"September 12, 1934",This is part of my service of women.
volume58_book_491.txt,"September 12, 1934",I think of .
volume58_book_491.txt,"September 12, 1934",as a helpless cow.
volume58_book_491.txt,"September 12, 1934",I should like to protect her as much as I can.
volume58_book_491.txt,"September 12, 1934",I want the help of you women in that task.
volume58_book_491.txt,"September 12, 1934","That is, if in the name of dharma I am in fact yielding to self-delusion of any kind and following a course contrary to dharma, please wake me up and save me."
volume58_book_491.txt,"September 12, 1934","If, therefore, you can keep up your interest in this case, meet ."
volume58_book_491.txt,"September 12, 1934",and discuss the matter with her and then three or four of you may come and see me.
volume58_book_491.txt,"September 12, 1934",I will put my case before you and listen to what you have to say.
volume58_book_491.txt,"September 12, 1934",I am not concerned with what happens to .
volume58_book_491.txt,"September 12, 1934",Such cases will always arise.
volume58_book_491.txt,"September 12, 1934",Ill-matched unions are no rarity in this country.
volume58_book_491.txt,"September 12, 1934",I have told .
volume58_book_491.txt,"September 12, 1934","that when her body has deveLETTER TO RAMDAS GANDHI 441 loped and grown to the size natural for her age and if she feels sexual desire then and wishes to remarry, I will be ready to help her at any cost to myself."
volume58_book_491.txt,"September 12, 1934","If, however, despite ."
volume58_book_491.txt,"September 12, 1934",having married a second time she prefers to live with him and if .
volume58_book_491.txt,"September 12, 1934","is inclined to agree to that, I shall be helpless."
volume58_book_491.txt,"September 12, 1934",s father would of course desire that she should share his bed even though he might have another wife.
volume58_book_491.txt,"September 12, 1934",My effort is to save both of them from such a position.
volume58_book_491.txt,"September 12, 1934",This is a very complicated case.
volume58_book_491.txt,"September 12, 1934",In solving it I shall be solving many problems.
volume58_book_491.txt,"September 12, 1934","I, therefore, do not mind giving my time to it."
volume58_book_491.txt,"September 12, 1934",I don't know if I am imposing an unwelcome burden on you through this letter.
volume58_book_491.txt,"September 12, 1934","If you do not wish to go so deep into the matter, you need not reply to it."
volume58_book_491.txt,"September 12, 1934",Please consider the letter to have been written by me more for my satisfaction than for yours.
volume58_book_491.txt,"September 12, 1934","I seem to feel that I know my dharma, but I am always liable to err in my reasoning."
volume58_book_491.txt,"September 12, 1934","I, therefore, cling to any person who points out my error."
volume58_book_491.txt,"September 12, 1934",This has saved me from many errors.
volume60_book_59.txt,"January 3, 1935","LETTER TO CARL HEATH January 3, 1935 DEAR FRIEND, I thank you for your letter of 21st ultimo."
volume60_book_59.txt,"January 3, 1935","Your previous letter was read by Mirabehn, Mahadev and later by Andrews."
volume60_book_59.txt,"January 3, 1935","All of them put, independently of me, the same construction that I had."
volume60_book_59.txt,"January 3, 1935","Of course, I unreservedly accept your correction."
volume60_book_59.txt,"January 3, 1935",I simply want to say that it was after carefully reading your letter more than three times that I sent you the reply2 I did.
volume60_book_59.txt,"January 3, 1935","Andrews 1 M. V. Abhyankar died on January 2, 1935."
volume60_book_59.txt,"January 3, 1935","48 THE COLLECTED WORKS OF MAHATMA GANDHI also read my reply to you, and he had nothing to suggest by way of alteration."
volume60_book_59.txt,"January 3, 1935","Of course, you knew the existence of the repressive laws."
volume60_book_59.txt,"January 3, 1935","But you did not know, nor do you know now, what their continuance meant or means to us here."
volume60_book_59.txt,"January 3, 1935","A strange confirmation of this comes from Dr. Maude Royden who is reported to have said at Karachi that the people in England knew nothing, through the daily Press or otherwise, of the amazing things which she heard during the two or three days she found herself amongst the very sober women of India."
volume60_book_59.txt,"January 3, 1935",Andrews will be able to give you firsthand testimony of what he saw and learnt in Bengal.
volume60_book_59.txt,"January 3, 1935",You seem to regard the possibility of withdrawal of the forthcoming Bill1 as a calamity.
volume60_book_59.txt,"January 3, 1935","In my opinion, if the withdrawal comes even at the last moment, it will be a blessing both for England and India, for the simple reason that persistence in the measure in the face of an almost unanimous Indian opposition to it would mean an unbending attitude on the part of the British Parliament and utter contempt for Indian public opinion."
volume60_book_59.txt,"January 3, 1935",I hope you have seen the bitter comment made by Rt.
volume60_book_59.txt,"January 3, 1935","Sastri, who was at one time a persona grata at the India Office whose complete confidence he enjoyed, and the equally bitter comment of Hon."
volume60_book_59.txt,"January 3, 1935","C. Y. Chintamani, who has been regarded as a moderate among moderates and who has, in season and out of season, condemned the Congress attitude in unmeasured language."
volume60_book_59.txt,"January 3, 1935",Now for the briefest summary of my own personal objections to the J. P. C. Report.
