date,sentence,importance,event-type,cluster
"January 11, 1933",You have been constantly preaching touchability after your return from Africa?,0,,
"January 11, 1933",Will you state the number of temples in the towns and villages which are opened to the untouchables with the consent of the local sanatanists?,0,,
"January 11, 1933",I think the number must be about 500.,0,,
"January 11, 1933",Do you not think that the Lion of India who once roared and launched non-co-operation movement against the British Government ought not to seek help from His Excellency the Viceroy on this question?,0,,
"January 11, 1933","If I reply to this question, I would be violating my promise to the Government.1 54.",0,,
"January 11, 1933",You propose to fast to death if the Viceroy does not sanction the Bill.,1,demand,177
"January 11, 1933",Is this by way of resentment against the Viceroy or the obstinate sanatanists?,0,,
"January 11, 1933",The reply to this question is contained in the reply to question 8.,0,,
"January 11, 1933",You do not think that your identification with the question will prejudicially affect reverence of the sanatanists for you and practically wreck the Congress and strengthen hands of the British statesmen who are against giving substantial rights to India?,0,,
"January 11, 1933",I do not believe so.,0,,
"January 11, 1933",Do you not think that the reverence for you is your real strength?,0,,
"January 11, 1933","Whatever power I have is Rama's, not mine.",1,fact,178
"January 11, 1933",Are you prepared to face the human nature as it is?,0,,
"January 11, 1933",That is what I have done all my life.,0,,
"January 11, 1933",Do you really appreciate the practical difficulties in the way of accomplishment of your desire?,0,,
"January 11, 1933",I think I am fully aware of the difficulties.,0,,
"January 11, 1933",Can you suggest a practical way by which public temples may be opened to the untouchables without creating a split or tension among the Hindus?,0,,
"January 11, 1933","1 Gandhiji was to eschew all politics during his incarceration, while he was allowed to meet and communicate freely for anti-untouchability work.",1,event,179
"January 11, 1933",LETTER TO RANCHHODDAS PATWARI 21 I have certainly made my suggestions.,0,,
"January 11, 1933","Can the Jains, who are not Hindus by religion, and the Hindus who are against idol-worship, and who have therefore nothing at stake, ask the Viceroy to sanction the Bill?",0,,
"January 11, 1933",Has any of the so-called benefactors of the untouchables built or offered to build any temple for the untouchables?,0,,
"January 11, 1933","What harm is there if separate temples, having due regard to local needs, are built, and the question of the entry into the temples built and maintained by the sanatanists is shelved?",0,,
"January 11, 1933",That will harm sanatana dharma itself.,0,,
"January 11, 1933",Have you ever stayed long in places of pilgrimage with a view to correctly ascertain the depth of the religious sentiments of sanatanist males and females?,0,,
"January 11, 1933","Is it not a fact that the heart, and not the body, is the seat of love?",0,,
"January 11, 1933",Is it a fact that the sacred books of the Hindus lay the greatest stress on the mutual touch by heart?,0,,
"January 11, 1933",Is it not a fact that it is the lack of mutual touch by heart which creates wars and disputes among families and nourishes civil and criminal courts?,0,,
"January 11, 1933","You know that during the dire famine of Samvat 1956 1, numerous sanatanists fed the needy and supplied clothes?",0,,
"January 11, 1933",Can you point to a single instance of the untouchables having been denied that benefit?,0,,
"January 11, 1933",There is no limit to that.,0,,
"January 11, 1933",Do you not think that the non-touchability of the Hindu women in menses is based on the principle of purity?,0,,
"January 11, 1933",Does it breathe any hatred for them?,0,,
"January 11, 1933",It implies no contempt.,0,,
"January 11, 1933",Should a Hindu take his bath and wash his clothes if he touches a corpse or any dead creature?,0,,
"January 11, 1933",They should purify themselves.,0,,
"January 11, 1933",1 1900 A.D. 22 THE COLLECTED WORKS OF MAHATMA GANDHI 70.,0,,
"January 11, 1933",You know that among the Parsis the women in menses are treated as untouchables for eight days.,1,fact,180
"January 11, 1933",I have heard that it is so.,0,,
"January 11, 1933",Do you know that no pious Mohammedan would go to a Masjid for prayers if there be a drop of urine or pus on any of his clothes?,0,,
"January 11, 1933","Supposing that a majority of people in a particular village or town believe that to drink is no vice, should the minority also drink?",0,,
"January 11, 1933",Are you of the opinion that dharma should be defined according to the notions of the majority in a particular locality?,0,,
"January 11, 1933","Whatever the theory, the practice will remain what the majority does.",0,,
"January 11, 1933","Do you know that about 80 per cent of the boys attending schools and colleges, who wear a white khaddar cap, do not visit temples even once a year; and most of them state that the sacred books of the Hindus should be thrown into the sea?",0,,
"January 11, 1933",I would be surprised and pained if this is true.,0,,
"January 11, 1933",Have you ever advised these boys to visit temples for darshan at least once a fortnight or a month?,0,,
"January 11, 1933","Do you not think that if the administration of India be entrusted to the people of such views, they would follow in the footsteps of Russia, whose policy is to make the country Godless?",0,,
"January 11, 1933",I have no such fear.,0,,
"January 11, 1933","Have you ever cared to ascertain the percentage of boys referred to in Q.74, who offer prayers to God even once a day?",0,,
"January 11, 1933",Generally all pray at least once every day.,0,,
"January 11, 1933",Do you know that the ladies residing in the 'Vanita Vishram'1 and numerous educated high-caste ladies do not observe menses?,0,,
"January 11, 1933",I do not know.,0,,
"January 11, 1933",Has not Shri Krishna said that dear unto him is one who causes no udvega 2 to others?,0,,
"January 11, 1933",What are your notions about the ahimsa dharma?,0,,
"January 11, 1933",I have replied to this question in many of my articles.,0,,
"January 11, 1933",1 Women's home 2 Pain LETTER TO RANCHHODDAS PATWARI 23 80.,0,,
"January 11, 1933","Can you point to two males or females having similar features of the body, etc., from the population of 180 crores of the earth?",0,,
"January 11, 1933",Is it possible to expect all human beings to be of the same temperament or the same habits?,0,,
"January 11, 1933",Do you not think that the contact of high-caste Hindus with the untouchables in their present state would do considerable harm to the former?,0,,
"January 11, 1933","If the so-called high-caste Hindus really deserve to be called high-caste, mixing with Harijans will, instead of harming them, benefit both themselves and the Harijans.",0,,
"January 11, 1933","Even if they do not possess the kind of heart about which you have asked a question above, they will benefit by freely mixing with the Harijans because such mixing concerns the heart.",0,,
"January 11, 1933",All tinctures contain liquor.,0,,
"January 11, 1933",Would you advise those who take them to take liquor or to give up the tinctures?,0,,
